CodigoCliente,Titulo,PrimeiroNome,UltimoNome,Idade,Sexo,Endereco,Cidade,UF,UFCompleto,CEP,Pais,PaisCompleto,Email,RendaMensal,PercentualUtilizacaoLimite,QtdTransacoesNegadas,AnosDeRelacionamentoBanco,JaUsouChequeEspecial,QtdEmprestimos,NumeroAtendimentos,TMA,IndiceSatisfacao,Saldo,CLTV,CanalPref,Churn
5567,Sr.,Caio,Lima,29,Masculino,Rua Enseada das Garoupas 881,São Paulo,SP,São Paulo,08110-210,BR,Brazil,CaioSilvaLima@gustr.com,5256,0.27,13,0,0,2,2,4,4,8064,66,Ligacao,0
5568,Sra.,Júlia,Rodrigues,49,Feminino,Travessa João Bueno 467,Suzano,SP,São Paulo,08666-070,BR,Brazil,JuliaCunhaRodrigues@superrito.com,9787,0.99,8,2,0,0,10,199,2,6999,88,SMS,1
5569,Sr.,Miguel,Sousa,22,Masculino,Rua Antônio Reinaldi 98,Itatiba,SP,São Paulo,13254-234,BR,Brazil,MiguelBarbosaSousa@armyspy.com,9887,0.88,4,16,0,1,39,198,3,204,74,Email,1
5570,Sr.,Mateus,Almeida,36,Masculino,Rua Mercedes Marvel 474,Mossoró,RN,Rio Grande do Norte,59625-280,BR,Brazil,MateusRochaAlmeida@cuvox.de,5255,0.41,15,11,0,1,3,7,5,2726,76,Email,0
5571,Sr.,Vinicius,Cunha,46,Masculino,Rua Carmino Thadei 1506,Botucatu,SP,São Paulo,18604-670,BR,Brazil,ViniciusCostaCunha@gustr.com,6116,0.41,12,19,0,2,2,1,4,3886,39,Email,0
5572,Sra.,Lara,Azevedo,32,Feminino,Rua Antonina Dias Beltrão 810,São João Del Rei,MG,Minas Gerais,36307-010,BR,Brazil,LaraRodriguesAzevedo@armyspy.com,4478,0.03,5,0,0,4,2,7,4,9313,37,Push,0
5573,Sra.,Yasmin,Almeida,44,Feminino,Rua Locutor Abílio de Castro 595,Recife,PE,Pernambuco,50780-710,BR,Brazil,YasminAzevedoAlmeida@teleworm.us,3546,0.91,7,12,1,1,33,108,3,7773,32,Push,1
5574,Sra.,Camila,Castro,56,Feminino,Rua Ernesto Austin 1989,Belo Horizonte,MG,Minas Gerais,31060-430,BR,Brazil,CamilaCardosoCastro@gustr.com,9749,0.46,10,17,1,2,1,3,4,4017,31,Push,0
5575,Sr.,Nicolash,Almeida,19,Masculino,Praça José Bernardino dos Santos 277,Arapiraca,AL,Alagoas,57300-110,BR,Brazil,NicolashOliveiraAlmeida@armyspy.com,8009,0.87,4,7,0,1,24,123,3,3580,33,SMS,1
5576,Sr.,Renan,Rocha,44,Masculino,Rua Pierre Curie 1666,Rio de Janeiro,RJ,Rio de Janeiro,21825-460,BR,Brazil,RenanSouzaRocha@dayrep.com,8711,0.32,6,12,0,0,1,6,5,5197,73,Email,0
5577,Sra.,Bianca,Lima,52,Feminino,Rua Amparo do Sítio 1878,São Paulo,SP,São Paulo,08440-100,BR,Brazil,BiancaCostaLima@einrot.com,9892,0.5,3,17,0,1,2,1,4,562,77,SMS,0
5578,Sra.,Manuela,Cardoso,19,Feminino,Rua Farroupilha 117,Campo Grande,MS,Mato Grosso do Sul,79005-500,BR,Brazil,ManuelaBarbosaCardoso@einrot.com,5940,0.22,9,0,0,2,1,3,5,1602,76,Email,0
5579,Sr.,Joao,Cavalcanti,55,Masculino,2ª Travessa Sete de Setembro 1153,São Luís,MA,Maranhão,65047-151,BR,Brazil,JoaoDiasCavalcanti@rhyta.com,5371,0.07,6,8,0,4,1,7,5,4465,56,SMS,0
5580,Sr.,Danilo,Melo,24,Masculino,Praça Antônio Luiz de Moura 402,Sete Lagoas,MG,Minas Gerais,35700-194,BR,Brazil,DaniloRibeiroMelo@einrot.com,7724,1,7,3,0,0,14,124,1,8107,49,SMS,1
5581,Sra.,Camila,Correia,34,Feminino,Quadra Quadra 283 1939,Luziânia,GO,Goiás,72853-283,BR,Brazil,CamilaGomesCorreia@teleworm.us,5452,0.86,0,14,0,2,27,182,3,2467,64,Push,1
5582,Sr.,Rodrigo,Goncalves,43,Masculino,Colônia Agrícola Samambaia 836,Taguatinga,DF,Distrito Federal,72110-600,BR,Brazil,RodrigoMartinsGoncalves@teleworm.us,5199,1,12,8,0,4,11,200,0,6344,90,Email,1
5583,Sr.,João,Martins,43,Masculino,Avenida Edson Lobão 1536,Caxias,MA,Maranhão,65606-690,BR,Brazil,JoaoGomesMartins@jourrapide.com,9301,0.95,14,15,0,1,18,188,0,2108,40,Ligacao,1
5584,Sra.,Nicole,Souza,38,Feminino,Rua Exceção 1815,Uberlândia,MG,Minas Gerais,38410-494,BR,Brazil,NicoleSantosSouza@fleckens.hu,7276,1,9,11,0,2,26,92,2,795,59,SMS,1
5585,Sr.,Kai,Gomes,28,Masculino,Rua Trinta e Cinco 1454,Mauá,SP,São Paulo,09380-520,BR,Brazil,KaiBarrosGomes@cuvox.de,3639,0.25,0,6,0,0,2,2,4,7338,47,Push,0
5586,Sr.,Júlio,Martins,63,Masculino,Rua Hermógenes de Souza 1683,Assis,SP,São Paulo,19815-160,BR,Brazil,JulioCavalcantiMartins@jourrapide.com,9147,0.46,0,10,0,4,3,0,4,9332,52,Ligacao,0
5587,Sra.,Giovanna,Azevedo,41,Feminino,Rua Gaspar Daloli 1235,São Paulo,SP,São Paulo,04918-170,BR,Brazil,GiovannaAraujoAzevedo@teleworm.us,8748,0.86,8,7,1,3,16,194,2,1064,42,Email,1
5588,Sra.,Thaís,Castro,45,Feminino,Rua Missionários 387,São Paulo,SP,São Paulo,04729-000,BR,Brazil,ThaisAraujoCastro@armyspy.com,7247,0.38,13,17,0,5,1,6,5,6369,54,SMS,0
5589,Sra.,Isabela,Barbosa,57,Feminino,Travessa Goitacazes 939,Petrópolis,RJ,Rio de Janeiro,25635-460,BR,Brazil,IsabelaCastroBarbosa@einrot.com,6390,1,8,1,1,2,24,100,1,5107,51,SMS,1
5590,Sra.,Giovana,Martins,60,Feminino,Rua Francisco Luís Bezerra 1181,Gravatá,PE,Pernambuco,55644-358,BR,Brazil,GiovanaPereiraMartins@rhyta.com,5526,1,3,0,0,3,14,169,0,5524,30,Ligacao,1
5591,Sr.,Julian,Silva,42,Masculino,Rua Lima Duarte 702,Serra,ES,Espírito Santo,29161-776,BR,Brazil,JulianCunhaSilva@armyspy.com,9957,0.94,9,19,0,5,41,139,3,628,89,Email,1
5592,Sr.,Luís,Gomes,21,Masculino,Rua Uirapirana 894,Feira de Santana,BA,Bahia,44055-730,BR,Brazil,LuisAlmeidaGomes@superrito.com,8852,0.8,4,4,0,0,33,121,3,8789,70,SMS,1
5593,Sr.,Luís,Correia,36,Masculino,Quadra SQN 306 Bloco E 1254,Brasília,DF,Distrito Federal,70745-050,BR,Brazil,LuisPereiraCorreia@rhyta.com,8210,0.09,10,11,0,2,3,4,4,3874,69,Ligacao,0
5594,Sra.,Bruna,Oliveira,24,Feminino,Rua Sílvio Fontes 1944,Rio de Janeiro,RJ,Rio de Janeiro,21833-070,BR,Brazil,BrunaPintoOliveira@gustr.com,4881,0.18,0,6,0,3,3,5,5,3579,38,SMS,0
5595,Sra.,Evelyn,Rodrigues,49,Feminino,Rua Coronel José da Silva Neto 568,São Paulo,SP,São Paulo,03238-010,BR,Brazil,EvelynAlmeidaRodrigues@einrot.com,6570,0.04,0,3,0,3,1,8,4,1219,86,Push,0
5596,Sr.,Felipe,Cunha,41,Masculino,Rua Manoel Mathias 909,Caucaia,CE,Ceará,61625-180,BR,Brazil,FelipeSantosCunha@fleckens.hu,8479,0.86,12,19,0,3,19,162,1,9424,42,Ligacao,1
5597,Sra.,Bianca,Martins,55,Feminino,Travessa Plínio Coelho 1737,Manaus,AM,Amazonas,69033-750,BR,Brazil,BiancaFernandesMartins@jourrapide.com,8942,1,15,15,0,4,26,106,3,8574,51,SMS,1
5598,Sra.,Gabriela,Cardoso,32,Feminino,Rua RSL 11 930,Goiânia,GO,Goiás,74780-716,BR,Brazil,GabrielaAlmeidaCardoso@armyspy.com,8063,0.06,11,0,0,1,3,2,5,6222,82,Email,0
5599,Sra.,Júlia,Pinto,38,Feminino,Rua Senador Feijó 1026,Uberaba,MG,Minas Gerais,38015-080,BR,Brazil,JuliaPereiraPinto@cuvox.de,6410,0.08,7,3,1,2,2,2,5,8048,57,Ligacao,0
5600,Sra.,Lara,Alves,23,Feminino,Rua Fernando José Dutra 1644,São José,SC,Santa Catarina,88106-282,BR,Brazil,LaraLimaAlves@fleckens.hu,6931,0.14,13,7,0,2,2,8,5,266,60,Ligacao,0
5601,Sr.,Rafael,Lima,50,Masculino,Estrada do Corta Rabicho 1872,Itaquaquecetuba,SP,São Paulo,08599-640,BR,Brazil,RafaelOliveiraLima@rhyta.com,8619,0.93,14,0,0,3,18,147,1,4700,40,Push,1
5602,Sra.,Beatrice,Souza,18,Feminino,Rua Padre Feijó 1821,Novo Hamburgo,RS,Rio Grande do Sul,93340-570,BR,Brazil,BeatriceBarrosSouza@superrito.com,9616,0.99,6,5,0,3,21,144,1,1674,82,Email,1
5603,Sr.,Eduardo,Carvalho,31,Masculino,Avenida Marechal Rondon 870,Ji-Paraná,RO,Rondônia,78962-510,BR,Brazil,EduardoAlmeidaCarvalho@cuvox.de,4878,1,9,18,0,5,26,171,3,2301,30,Push,1
5604,Sra.,Lavinia,Alves,59,Feminino,Rua Doutor Acrísio da Gama e Silva 1709,Mogi-Mirim,SP,São Paulo,13800-180,BR,Brazil,LaviniaRodriguesAlves@rhyta.com,9178,1,2,13,0,4,24,173,2,9184,57,Ligacao,1
5605,Sra.,Sofia,Alves,39,Feminino,Avenida Francisco Caruccio 1653,Pelotas,RS,Rio Grande do Sul,96020-450,BR,Brazil,SofiaCostaAlves@fleckens.hu,5485,0.95,2,14,1,1,32,177,2,7248,30,Email,1
5606,Sra.,Isabela,Fernandes,49,Feminino,Rua Nossa Senhora da Guia 1509,São Luís,MA,Maranhão,65025-650,BR,Brazil,IsabelaCavalcantiFernandes@teleworm.us,8095,0.1,6,8,0,0,1,4,4,8927,90,SMS,0
5607,Sra.,Giovanna,Pereira,33,Feminino,Rua Amílcar Werneck 1655,Três Rios,RJ,Rio de Janeiro,25809-050,BR,Brazil,GiovannaSouzaPereira@jourrapide.com,7612,0.3,8,11,0,1,2,7,4,2507,51,Email,0
5608,Sra.,Isabelle,Gomes,65,Feminino,Rua Hilário Ribeiro 748,Rio de Janeiro,RJ,Rio de Janeiro,20270-180,BR,Brazil,IsabelleFernandesGomes@fleckens.hu,7524,0.84,13,0,1,5,28,66,1,5264,66,Push,1
5609,Sr.,Alex,Pereira,66,Masculino,Rua Adelino Vicentini 36,Avaré,SP,São Paulo,18706-270,BR,Brazil,AlexGomesPereira@teleworm.us,9197,0.07,8,4,0,2,3,8,4,6549,45,Push,0
5610,Sr.,Gustavo,Cardoso,29,Masculino,Beco Santa Helena 1978,Manaus,AM,Amazonas,69033-650,BR,Brazil,GustavoSousaCardoso@superrito.com,7963,0.18,5,5,0,2,1,6,5,9848,51,Ligacao,0
5611,Sra.,Amanda,Almeida,28,Feminino,Rua Eris Nunes Duarte 1422,Itaguaí,RJ,Rio de Janeiro,23850-390,BR,Brazil,AmandaMeloAlmeida@cuvox.de,8871,1,14,10,0,2,18,188,0,8206,59,SMS,1
5612,Sra.,Luana,Gomes,27,Feminino,Beco D 907,Porto Alegre,RS,Rio Grande do Sul,90820-260,BR,Brazil,LuanaMeloGomes@teleworm.us,8724,0.97,7,13,0,1,26,47,1,4360,64,SMS,1
5613,Sra.,Beatriz,Castro,57,Feminino,Rua Amaral 1905,Goiânia,GO,Goiás,74863-230,BR,Brazil,BeatrizAlvesCastro@armyspy.com,8434,1,8,17,0,4,31,75,0,3217,80,Email,1
5614,Dr.,Gustavo,Araujo,45,Masculino,Rua Veríssimo 1647,Guarulhos,SP,São Paulo,07130-250,BR,Brazil,GustavoBarrosAraujo@dayrep.com,5010,0.97,2,10,0,2,12,189,3,538,76,Email,1
5615,Sr.,Miguel,Alves,62,Masculino,Rua Deputado Venceslau Sampaio 268,Teresina,PI,Piauí,64055-740,BR,Brazil,MiguelCastroAlves@armyspy.com,9139,1,10,6,0,4,30,200,3,5936,48,Ligacao,1
5616,Sra.,Luana,Lima,25,Feminino,Rua Henrique Hailler 922,Limeira,SP,São Paulo,13483-304,BR,Brazil,LuanaSantosLima@teleworm.us,5748,0.94,14,14,0,4,19,185,1,1646,42,Email,1
5617,Dr.,Samuel,Lima,21,Masculino,Vila Belém 1248,Juazeiro do Norte,CE,Ceará,63020-290,BR,Brazil,SamuelCostaLima@einrot.com,9468,1,7,5,0,2,27,41,2,4858,41,Push,1
5618,Sra.,Anna,Pinto,52,Feminino,Rua Jorge S. Filho 339,Itajaí,SC,Santa Catarina,88301-664,BR,Brazil,AnnaBarrosPinto@fleckens.hu,6636,0.94,6,0,0,3,16,59,3,9996,35,Email,1
5619,Sr.,Enzo,Ribeiro,52,Masculino,Rua Florentina Murad 1972,São José do Rio Preto,SP,São Paulo,15047-034,BR,Brazil,EnzoMeloRibeiro@gustr.com,9617,0.36,10,13,0,3,3,6,4,282,35,Push,0
5620,Sr.,Luís,Souza,64,Masculino,Alameda Ezequiel Dias 510,Belo Horizonte,MG,Minas Gerais,30130-110,BR,Brazil,LuisFerreiraSouza@superrito.com,6512,1,11,5,0,3,43,176,2,7414,82,Email,1
5621,Sr.,Bruno,Azevedo,62,Masculino,Rua Armindo Alves 1763,Campinas,SP,São Paulo,13106-264,BR,Brazil,BrunoCarvalhoAzevedo@gustr.com,5390,0,5,19,0,2,1,3,4,254,79,Ligacao,0
5622,Sra.,Nicole,Melo,38,Feminino,Rua Edgar Chastinet 1634,Salvador,BA,Bahia,40342-100,BR,Brazil,NicoleAraujoMelo@gustr.com,8113,0,7,7,1,3,3,5,5,3568,44,SMS,0
5623,Sr.,Rodrigo,Fernandes,31,Masculino,Praça Jardim das Américas 1871,Porto Alegre,RS,Rio Grande do Sul,91320-250,BR,Brazil,RodrigoCardosoFernandes@armyspy.com,5319,0.88,7,19,0,3,39,116,1,9302,46,Ligacao,1
5624,Sra.,Carolina,Silva,44,Feminino,Rua CAtéte 1551,São João de Meriti,RJ,Rio de Janeiro,25575-800,BR,Brazil,CarolinaMeloSilva@jourrapide.com,3959,0.31,5,10,1,1,1,4,5,9985,83,Email,0
5625,Sr.,José,Carvalho,56,Masculino,Avenida Ulrico Mursa 1879,Santos,SP,São Paulo,11013-690,BR,Brazil,JoseSousaCarvalho@teleworm.us,5501,0.25,8,1,0,4,3,1,4,998,90,Push,0
5626,Sra.,Laura,Rocha,21,Feminino,Rua Uberlândia 1726,Goiânia,GO,Goiás,74315-315,BR,Brazil,LauraLimaRocha@gustr.com,3733,0.08,11,3,0,2,1,2,5,8614,65,Email,0
5627,Sra.,Mariana,Martins,41,Feminino,Rua Elias Bothome 1059,Porto Alegre,RS,Rio Grande do Sul,91220-210,BR,Brazil,MarianaSouzaMartins@teleworm.us,3678,0.43,14,9,0,5,1,0,4,5259,35,Push,0
5628,Sr.,Samuel,Costa,31,Masculino,Rua Engenheiro Alpheu José Ribas Sampaio 260,Bauru,SP,São Paulo,17012-631,BR,Brazil,SamuelPintoCosta@armyspy.com,5467,0.25,7,17,0,2,3,1,5,3761,30,Ligacao,0
5629,Sr.,Mateus,Sousa,56,Masculino,Rua Pascoal Moreira Cabral 1006,Mogi-Guaçu,SP,São Paulo,13843-005,BR,Brazil,MateusSilvaSousa@gustr.com,5572,0.5,4,15,1,5,3,6,5,6354,66,Ligacao,0
5630,Sra.,Isabela,Ribeiro,29,Feminino,Rua Beatriz Barros de Almeida 156,Taubaté,SP,São Paulo,12040-442,BR,Brazil,IsabelaAzevedoRibeiro@dayrep.com,4510,0.45,4,9,0,3,3,7,4,6043,63,Email,0
5631,Sra.,Eduarda,Costa,50,Feminino,Viaduto Engenheiro Romero Zander 382,São Paulo,SP,São Paulo,01101-060,BR,Brazil,EduardaDiasCosta@teleworm.us,5996,0.22,5,19,0,5,2,0,4,4953,82,Email,0
5632,Sr.,Marcos,Pinto,27,Masculino,Rua Expedicionário Antônio Coelho da Silveira 1387,São Gonçalo,RJ,Rio de Janeiro,24732-270,BR,Brazil,MarcosFernandesPinto@dayrep.com,8230,0.46,13,11,0,3,3,2,5,7508,90,Push,0
5633,Sr.,Kauan,Oliveira,64,Masculino,Rua Califórnia 1068,Belo Horizonte,MG,Minas Gerais,30290-490,BR,Brazil,KauanAraujoOliveira@dayrep.com,9208,0.1,11,4,0,4,1,2,5,7808,39,Email,0
5634,Sr.,Matheus,Almeida,58,Masculino,Alameda Alacid Nunes 613,Belém,PA,Pará,66913-590,BR,Brazil,MatheusCavalcantiAlmeida@jourrapide.com,9383,0.47,6,2,0,5,3,3,4,9763,61,Email,0
5635,Sr.,Diogo,Ribeiro,28,Masculino,Rua Professor Aylthon Brandão Joly 996,São Paulo,SP,São Paulo,05547-140,BR,Brazil,DiogoPintoRibeiro@rhyta.com,7375,0.85,4,6,0,4,36,100,2,799,56,Email,1
5636,Sra.,Yasmin,Cavalcanti,46,Feminino,Rua Coronel Randolfo Simões 1331,Sete Lagoas,MG,Minas Gerais,35700-102,BR,Brazil,YasminCarvalhoCavalcanti@rhyta.com,6134,0.17,12,5,0,1,3,5,5,6340,88,Ligacao,0
5637,Sr.,Thiago,Almeida,55,Masculino,Rua Ewald Muhleise 1811,Mogi das Cruzes,SP,São Paulo,08820-300,BR,Brazil,ThiagoRochaAlmeida@gustr.com,4764,0.85,2,4,0,0,43,80,1,5899,85,Ligacao,1
5638,Sr.,Vitor,Rocha,47,Masculino,Rua Orli Bianchini 980,Lages,SC,Santa Catarina,88513-045,BR,Brazil,VitorCostaRocha@cuvox.de,7525,0.33,9,8,1,3,1,6,5,2754,46,Email,0
5639,Sra.,Leila,Melo,64,Feminino,Rua Três 130,Piracicaba,SP,São Paulo,13419-315,BR,Brazil,LeilaBarrosMelo@gustr.com,8850,0.86,11,7,0,0,47,174,3,6384,81,Ligacao,1
5640,Sr.,Luis,Rodrigues,56,Masculino,Rua José Custódio Sampaio 1300,São Gonçalo,RJ,Rio de Janeiro,24744-260,BR,Brazil,LuisMartinsRodrigues@jourrapide.com,5748,0.31,3,12,0,5,3,0,4,2776,63,Email,0
5641,Sr.,Murilo,Melo,18,Masculino,Rua Juan Gomez de Mora 941,São Paulo,SP,São Paulo,02805-110,BR,Brazil,MuriloCardosoMelo@jourrapide.com,8605,1,6,15,0,4,19,57,0,1188,87,Ligacao,1
5642,Sra.,Gabriela,Goncalves,62,Feminino,Rua Francisco Abruzzesse 606,Carapicuíba,SP,São Paulo,06340-390,BR,Brazil,GabrielaDiasGoncalves@dayrep.com,3317,0.87,15,14,0,0,43,66,1,8768,76,Ligacao,1
5643,Sra.,Rebeca,Santos,26,Feminino,Rua Rio Imbé 1972,Abreu e Lima,PE,Pernambuco,53580-070,BR,Brazil,RebecaGoncalvesSantos@jourrapide.com,8400,0.22,3,0,1,4,1,5,4,8560,86,SMS,0
5644,Sra.,Isabelle,Goncalves,47,Feminino,Travessa Joaquim Mendes 1836,Paranaguá,PR,Paraná,83215-697,BR,Brazil,IsabelleCastroGoncalves@rhyta.com,3697,0.17,11,11,0,0,2,6,4,7030,83,Email,0
5645,Dr.,Emilly,Fernandes,58,Feminino,Rua Vicente Mateus da Silva 818,Divinópolis,MG,Minas Gerais,35502-159,BR,Brazil,EmillyOliveiraFernandes@gustr.com,3544,1,7,6,0,3,24,140,2,3163,71,Push,1
5646,Sra.,Clara,Almeida,54,Feminino,Rua Sapucaia 1345,Diadema,SP,São Paulo,09973-070,BR,Brazil,ClaraAlvesAlmeida@teleworm.us,3186,0.9,4,13,1,1,43,148,1,8420,60,Email,1
5647,Sr.,Joao,Sousa,40,Masculino,Rua da Lapa 356,Belford Roxo,RJ,Rio de Janeiro,26125-560,BR,Brazil,JoaoCastroSousa@einrot.com,6909,0.48,8,8,0,2,2,6,5,7325,50,SMS,0
5648,Sr.,Luan,Barros,33,Masculino,2ª Avenida Graça Maria 79,Salvador,BA,Bahia,41211-655,BR,Brazil,LuanCorreiaBarros@superrito.com,9373,0.17,13,18,0,3,2,7,5,9598,30,Email,0
5649,Sra.,Thaís,Fernandes,31,Feminino,Rua Nicolau Fernandes 1998,Sorocaba,SP,São Paulo,18074-360,BR,Brazil,ThaisSouzaFernandes@armyspy.com,7789,0.93,3,13,0,3,34,117,2,5330,49,Email,1
5650,Dr.,Rafaela,Pereira,47,Feminino,Rua X-023 367,Aparecida de Goiânia,GO,Goiás,74953-220,BR,Brazil,RafaelaCardosoPereira@einrot.com,6336,0.36,12,17,0,0,1,7,5,6888,33,Ligacao,0
5651,Sra.,Yasmin,Alves,41,Feminino,Rua Eletricista J. Monteiro da Silva 436,Arapiraca,AL,Alagoas,57304-625,BR,Brazil,YasminPintoAlves@teleworm.us,3113,0.05,13,0,1,5,3,2,4,579,62,Push,0
5652,Sra.,Laura,Sousa,54,Feminino,Rua Rogério Kloster 1076,Ponta Grossa,PR,Paraná,84030-700,BR,Brazil,LauraSantosSousa@gustr.com,5063,0.03,11,9,0,1,1,4,4,4890,38,SMS,0
5653,Sr.,Samuel,Cavalcanti,19,Masculino,Rua Vicente Guerrero 437,São Paulo,SP,São Paulo,03278-130,BR,Brazil,SamuelSouzaCavalcanti@einrot.com,5946,0.95,11,11,0,4,50,165,3,5850,35,Push,1
5654,Sr.,Alex,Cunha,51,Masculino,Rua Juparanã 1013,Belo Horizonte,MG,Minas Gerais,31110-780,BR,Brazil,AlexFerreiraCunha@jourrapide.com,9705,0.34,12,2,0,3,2,2,5,4006,73,SMS,0
5655,Sra.,Leila,Carvalho,62,Feminino,Rua dos Sabulites 1246,Ribeirão das Neves,MG,Minas Gerais,33825-630,BR,Brazil,LeilaDiasCarvalho@rhyta.com,3797,0.84,15,0,0,3,14,140,1,5712,36,Ligacao,1
5656,Dr.,Vitória,Correia,23,Feminino,Avenida Deputado Último de Carvalho 187,Belo Horizonte,MG,Minas Gerais,31765-200,BR,Brazil,VitoriaSantosCorreia@einrot.com,3755,0.28,1,20,0,1,3,7,4,3620,58,Email,0
5657,Sra.,Manuela,Carvalho,60,Feminino,Quadra Quadra 10 Conjunto D 190,Paranoá,DF,Distrito Federal,71571-024,BR,Brazil,ManuelaAraujoCarvalho@gustr.com,5028,0.95,11,1,0,0,25,62,2,8135,41,Email,1
5658,Dr.,Alice,Goncalves,38,Feminino,Rua Visconde do Rio Comprido 315,São Paulo,SP,São Paulo,02955-050,BR,Brazil,AliceLimaGoncalves@jourrapide.com,8789,1,14,9,0,4,31,120,3,1541,38,SMS,1
5659,Sr.,Samuel,Fernandes,61,Masculino,Rua Luiz Fabiano 1453,São Gonçalo,RJ,Rio de Janeiro,24750-190,BR,Brazil,SamuelLimaFernandes@jourrapide.com,5474,1,6,3,0,1,19,132,3,3207,71,Push,1
5660,Sra.,Livia,Pereira,19,Feminino,Rua Dionísio Reis dos Santos 1627,Sorocaba,SP,São Paulo,18017-034,BR,Brazil,LiviaMartinsPereira@gustr.com,6216,0.43,9,4,0,4,3,3,4,7864,70,Push,0
5661,Sr.,Estevan,Correia,63,Masculino,Rua Velha do Pacheco 268,Recife,PE,Pernambuco,50930-330,BR,Brazil,EstevanBarrosCorreia@armyspy.com,9126,0.87,2,16,0,0,41,175,1,8796,40,Email,1
5662,Sra.,Sarah,Carvalho,33,Feminino,Vila Venância 1550,Salvador,BA,Bahia,40440-400,BR,Brazil,SarahRodriguesCarvalho@dayrep.com,3621,0.11,0,3,0,4,2,5,4,6306,52,Email,0
5663,Sra.,Leonor,Gomes,21,Feminino,Rua Alfredo Gabioneta 716,Mauá,SP,São Paulo,09350-060,BR,Brazil,LeonorGoncalvesGomes@armyspy.com,8224,0.84,8,3,0,5,11,179,0,6791,49,Email,1
5664,Sr.,Igor,Azevedo,41,Masculino,Rua Independência 1219,Passo Fundo,RS,Rio Grande do Sul,99010-040,BR,Brazil,IgorCorreiaAzevedo@gustr.com,3716,1,6,0,0,3,40,70,0,1213,37,Ligacao,1
5665,Sra.,Mariana,Silva,45,Feminino,Rua Doutor Estevan Ribeiro Souza Neto 1660,Ponta Grossa,PR,Paraná,84061-030,BR,Brazil,MarianaPintoSilva@teleworm.us,3931,0.9,11,18,0,3,48,102,1,6983,44,Ligacao,1
5666,Sr.,André,Castro,37,Masculino,Rua Tuneiras do Oeste 60,São Paulo,SP,São Paulo,02985-010,BR,Brazil,AndreFerreiraCastro@jourrapide.com,4646,1,12,8,0,2,39,190,3,1485,35,Push,1
5667,Dr.,Murilo,Ribeiro,21,Masculino,Avenida Prefeito Moacir Júlio Silvestre 482,Guarapuava,PR,Paraná,85025-010,BR,Brazil,MuriloFerreiraRibeiro@superrito.com,4561,0.94,0,17,0,1,10,120,3,5537,87,Ligacao,1
5668,Sra.,Carolina,Silva,36,Feminino,Avenida Plácido de Castro 366,Cruz Alta,RS,Rio Grande do Sul,98035-210,BR,Brazil,CarolinaRodriguesSilva@jourrapide.com,3376,0.33,2,19,0,0,2,3,5,3629,74,SMS,0
5669,Sra.,Manuela,Gomes,61,Feminino,Rua Americana 1360,São Bernardo do Campo,SP,São Paulo,09751-110,BR,Brazil,ManuelaFerreiraGomes@armyspy.com,9854,0.26,11,18,0,4,3,3,5,8272,56,Email,0
5670,Sr.,Breno,Oliveira,62,Masculino,Rua Vista Alegre 1798,Ji-Paraná,RO,Rondônia,78962-610,BR,Brazil,BrenoCastroOliveira@gustr.com,3776,0.49,5,9,0,5,2,8,4,5546,68,SMS,0
5671,Sra.,Eduarda,Almeida,42,Feminino,Vila Lourenço Bazano 943,Petrópolis,RJ,Rio de Janeiro,25650-012,BR,Brazil,EduardaCastroAlmeida@einrot.com,5709,0.81,6,19,0,1,36,126,3,6816,82,SMS,1
5672,Sr.,Davi,Souza,34,Masculino,Travessa Sete Pedreiras 599,Campo Grande,MS,Mato Grosso do Sul,79097-492,BR,Brazil,DaviCorreiaSouza@jourrapide.com,4453,0.97,2,12,0,1,22,108,2,8478,63,Push,1
5673,Dr.,Emily,Santos,45,Feminino,Quadra Cinqüenta e Oito 540,Ananindeua,PA,Pará,67033-011,BR,Brazil,EmilyRodriguesSantos@gustr.com,5150,0.36,10,7,0,1,2,5,4,2143,73,Ligacao,0
5674,Sr.,Gabriel,Cavalcanti,38,Masculino,Rua Sebastiana Pereira da Silva Job 844,Itapira,SP,São Paulo,13973-455,BR,Brazil,GabrielLimaCavalcanti@rhyta.com,7895,0.07,10,14,0,0,2,4,5,7390,51,Push,0
5675,Sra.,Luiza,Pinto,30,Feminino,Avenida C 6 1916,Goiânia,GO,Goiás,74265-060,BR,Brazil,LuizaSouzaPinto@rhyta.com,7430,0.13,5,19,0,4,1,6,4,9466,49,Push,0
5676,Sra.,Alice,Santos,26,Feminino,Rua Vereador Mário Macaggi 803,Paranaguá,PR,Paraná,83206-380,BR,Brazil,AliceCarvalhoSantos@dayrep.com,6633,0.29,5,3,1,5,1,2,4,8455,57,Push,0
5677,Sra.,Rebeca,Lima,38,Feminino,Rua José Ferreira Barbosa 1315,Arapiraca,AL,Alagoas,57303-700,BR,Brazil,RebecaBarbosaLima@rhyta.com,6080,1,8,1,0,1,28,138,3,6975,48,Push,1
5678,Dr.,Breno,Santos,31,Masculino,Avenida Nereu Ramos 413,Itajaí,SC,Santa Catarina,88311-400,BR,Brazil,BrenoSilvaSantos@dayrep.com,3570,0.91,0,6,0,3,42,194,2,1539,43,Ligacao,1
5679,Sr.,Victor,Ribeiro,59,Masculino,Rua SF-4 1200,Barretos,SP,São Paulo,14786-021,BR,Brazil,VictorCavalcantiRibeiro@rhyta.com,4594,0.95,14,12,0,3,25,127,0,5153,44,SMS,1
